ID,VL_FATU,VL_SLDO,DT_ABRT,DS_CNAE,DT_REFE,VL_SAIDA_TOTAL,QTD_TRANS_SAIDA,VL_SAIDA_MEDIO,TIPO_TRANS_PREF,VL_ENTRADA_TOTAL,QTD_TRANS_ENTRADA,VL_LIQUIDO_TRANS,QTD_TRANS_TOTAL,FATU_SALDO_RATIO,CLUSTER
CNPJ_04830,2620702,139223,2020-03-26,Fabricação de produtos químicos,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.823771934235005,0
CNPJ_08849,183517087,-6673276,1995-08-21,Consultoria empresarial,2025-04-30,0.0,0.0,0.0,0,297.0,3.0,297.0,3.0,27.500299253320257,3
CNPJ_00063,202382,2503,2021-03-31,Correios e entregas expressas,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.85577307231323,0
CNPJ_08278,1598982,-70194,2022-08-31,Fabricação de produtos químicos,2025-03-31,373.0,2.0,186.5,PIX,247.0,1.0,-126.0,3.0,22.77946833062655,0
CNPJ_04548,24637882,-1228611,2006-12-10,Extração de petróleo e gás natural,2025-04-30,145.0,1.0,145.0,PIX,0.0,0.0,-145.0,1.0,20.053444092556557,0
CNPJ_00905,1275747,-125104,2015-10-26,Fabricação de produtos químicos,2025-02-28,570.0,1.0,570.0,BOLETO,81.0,1.0,-489.0,2.0,10.197491686916486,0
CNPJ_09221,1452397,130825,2021-05-01,Educação superior,2025-02-28,0.0,0.0,0.0,0,696.0,3.0,696.0,3.0,11.101830689852855,0
CNPJ_04430,2681535,108427,2019-06-11,Comércio atacadista de tecidos,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.731247751943705,0
CNPJ_07350,249886,20497,2020-04-27,Cultivo de arroz,2025-05-31,13.0,1.0,13.0,PIX,0.0,0.0,-13.0,1.0,12.191345074889009,0
CNPJ_08112,1777154,212017,2019-12-29,Extração de minério de ferro,2025-02-28,0.0,0.0,0.0,0,104.0,3.0,104.0,3.0,8.38212973487975,0
CNPJ_03542,187336613,15650520,2014-05-27,Comércio varejista de combustíveis,2025-01-31,766.0,2.0,383.0,PIX,0.0,0.0,-766.0,2.0,11.969992882025643,3
CNPJ_05563,20161741,1926228,2021-08-13,Educação superior,2025-03-31,1329231.0,20.0,66461.55,PIX,5282405.0,90.0,3953174.0,110.0,10.466954586892102,0
CNPJ_06760,16312976,198840,2021-06-01,Fabricação de automóveis,2025-01-31,0.0,0.0,0.0,0,127.0,1.0,127.0,1.0,82.0407161536914,0
CNPJ_03830,390657,10190,2014-11-15,Padaria e confeitaria,2025-04-30,251727.0,8.0,31465.88,PIX,142716.0,9.0,-109011.0,17.0,38.33729146221786,0
CNPJ_01276,269762,8106,2020-02-19,Padaria e confeitaria,2025-03-31,364.0,4.0,91.0,PIX,96.0,1.0,-268.0,5.0,33.27929928448063,0
CNPJ_08233,283096,-26486,2022-05-24,Padaria e confeitaria,2025-04-30,17303.0,4.0,4325.75,PIX,4876.0,3.0,-12427.0,7.0,10.688514687004457,0
CNPJ_04351,38612250,-561304,2008-10-04,Fabricação de automóveis,2025-02-28,155.0,1.0,155.0,PIX,0.0,0.0,-155.0,1.0,68.7902633866853,0
CNPJ_01227,2247413,26960,2021-06-23,Comércio atacadista de calçados,2025-01-31,14224.0,12.0,1185.33,PIX,620.0,1.0,-13604.0,13.0,83.36101632047477,0
CNPJ_09160,67339106,-5730921,2011-07-07,Hotéis e pousadas,2025-01-31,5150.0,1.0,5150.0,TED,9036.0,6.0,3886.0,7.0,11.750136845369182,0
CNPJ_05666,780223,59863,2022-07-22,Construção de edifícios,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.033476437866462,0
CNPJ_00545,1883831,10525,2020-11-02,Educação superior,2025-03-31,2884.0,9.0,320.44,PIX,0.0,0.0,-2884.0,9.0,178.98631828978623,0
CNPJ_04120,1135046,66802,2022-05-22,Comércio varejista de alimentos,2025-01-31,16460.0,4.0,4115.0,BOLETO,33430.0,1.0,16970.0,5.0,16.991197868327294,0
CNPJ_00278,1077654,-17177,2014-02-10,Cultivo de soja,2025-01-31,272122.0,30.0,9070.73,PIX,75230.0,9.0,-196892.0,39.0,62.73819642545264,0
CNPJ_09037,1633374,-144963,2014-10-07,Educação superior,2025-02-28,0.0,0.0,0.0,0,493.0,1.0,493.0,1.0,11.267523437014962,0
CNPJ_00047,84543,7832,2022-08-19,Consultoria empresarial,2025-03-31,110348.0,21.0,5254.67,PIX,16649.0,1.0,-93699.0,22.0,10.79456077630235,0
CNPJ_08649,8240730,-607662,1999-06-24,Construção de barragens,2025-04-30,300.0,1.0,300.0,PIX,0.0,0.0,-300.0,1.0,13.561371288644017,0
CNPJ_07313,1302088,71397,2015-12-27,Engenharia civil,2025-04-30,25.0,1.0,25.0,PIX,0.0,0.0,-25.0,1.0,18.237292883454487,0
CNPJ_00854,2835367,235433,2014-10-10,Planos de saúde,2025-01-31,2402.0,6.0,400.33,PIX,0.0,0.0,-2402.0,6.0,12.043201250461914,0
CNPJ_03087,29471305,-1346084,2001-08-23,Telecomunicações sem fio,2025-05-31,1635.0,1.0,1635.0,PIX,11524.0,7.0,9889.0,8.0,21.894105419869785,0
CNPJ_06494,135218,-2896,2020-07-04,Transporte rodoviário de carga,2025-05-31,963.0,1.0,963.0,PIX,1244.0,1.0,281.0,2.0,46.69129834254144,0
CNPJ_09536,21344899,160592,2007-09-19,Comércio atacadista de calçados,2025-02-28,0.0,0.0,0.0,0,706.0,3.0,706.0,3.0,132.91383755106108,0
CNPJ_06464,2033980,5217,2017-06-24,Extração de minério de ferro,2025-02-28,0.0,0.0,0.0,0,3530.0,3.0,3530.0,3.0,389.87540732221584,0
CNPJ_06747,377877,-12244,2014-10-18,Telecomunicações sem fio,2025-04-30,0.0,0.0,0.0,0,546.0,1.0,546.0,1.0,30.86221822933682,0
CNPJ_09861,683678,4655,2021-06-28,Construção de edifícios,2025-03-31,21.0,1.0,21.0,PIX,0.0,0.0,-21.0,1.0,146.86960257787325,0
CNPJ_00885,457498,-42953,2016-11-03,Cultivo de trigo,2025-01-31,104334.0,28.0,3726.21,PIX,11813.0,3.0,-92521.0,31.0,10.65113030521733,0
CNPJ_07843,1300328,-3361,2018-02-05,Educação superior,2025-05-31,92.0,2.0,46.0,BOLETO,0.0,0.0,-92.0,2.0,386.887235941684,0
CNPJ_01462,8478417,-478280,2004-11-28,Hotéis e pousadas,2025-03-31,0.0,0.0,0.0,0,62.0,1.0,62.0,1.0,17.726890106213933,0
CNPJ_09404,203533,-18591,2021-11-19,Comércio atacadista de bebidas,2025-01-31,0.0,0.0,0.0,0,136.0,1.0,136.0,1.0,10.947931794954547,0
CNPJ_03416,130599,682,2023-12-14,Fabricação de papel,2025-04-30,0.0,0.0,0.0,0,99.0,2.0,99.0,2.0,191.4941348973607,0
CNPJ_00744,1258318,-34914,2020-06-03,Construção de edifícios,2025-05-31,0.0,0.0,0.0,0,860.0,1.0,860.0,1.0,36.04049951308931,0
CNPJ_03977,13166683,830308,2011-02-24,Produção de ferro-gusa,2025-03-31,0.0,0.0,0.0,0,1266.0,4.0,1266.0,4.0,15.857588991073191,0
CNPJ_08140,277978,-14974,2021-04-28,Serviços de tecnologia da informação,2025-03-31,675.0,1.0,675.0,BOLETO,0.0,0.0,-675.0,1.0,18.564044343528785,0
CNPJ_06079,189812,5172,2021-12-19,Seguros de vida,2025-05-31,44111.0,4.0,11027.75,PIX,133983.0,11.0,89872.0,15.0,36.69992266047951,0
CNPJ_00718,1792492,2703,2022-08-06,Comércio varejista de combustíveis,2025-03-31,10370845.0,228.0,45486.16,PIX,3230101.0,54.0,-7140744.0,282.0,663.1490935997041,2
CNPJ_07648,2326838,202149,2015-10-29,Comércio varejista de alimentos,2025-03-31,0.0,0.0,0.0,0,49.0,1.0,49.0,1.0,11.5105095746207,0
CNPJ_09971,24607935,140210,2001-11-15,Comércio atacadista de bebidas,2025-03-31,0.0,0.0,0.0,0,183.0,1.0,183.0,1.0,175.50770273161686,0
CNPJ_04243,74961,-1250,2023-09-02,Geração de energia elétrica,2025-03-31,130.0,1.0,130.0,PIX,0.0,0.0,-130.0,1.0,59.9688,0
CNPJ_03036,8391573,775520,2021-04-07,Comércio atacadista de calçados,2025-01-31,1904638.0,24.0,79359.92,PIX,5406508.0,81.0,3501870.0,105.0,10.8205758716732,0
CNPJ_06977,2623793,188256,2022-09-24,Engenharia civil,2025-01-31,170405.0,5.0,34081.0,PIX,701083.0,33.0,530678.0,38.0,13.937367202107769,0
CNPJ_01766,25699023,878956,2017-02-06,Fabricação de produtos químicos,2025-04-30,0.0,0.0,0.0,0,42.0,1.0,42.0,1.0,29.238122272332177,0
CNPJ_03702,2190143,157612,2015-07-21,Comércio atacadista de alimentos,2025-03-31,0.0,0.0,0.0,0,66.0,2.0,66.0,2.0,13.89578839174682,0
CNPJ_02078,2277119,19935,2014-02-21,Comércio atacadista de medicamentos,2025-03-31,1511.0,3.0,503.67,BOLETO,0.0,0.0,-1511.0,3.0,114.22718836217707,0
CNPJ_09236,71206337,-5754329,2001-07-19,Comércio varejista de combustíveis,2025-02-28,100282.0,3.0,33427.33,PIX,202985.0,15.0,102703.0,18.0,12.374394477618502,0
CNPJ_09893,2453339,-216364,2014-06-28,Administração pública,2025-02-28,9.0,1.0,9.0,PIX,0.0,0.0,-9.0,1.0,11.338942707659315,0
CNPJ_06415,1865524,122844,2016-07-17,Fabricação de caminhões e ônibus,2025-04-30,10558.0,1.0,10558.0,PIX,0.0,0.0,-10558.0,1.0,15.18612223633226,0
CNPJ_03916,237678,-10078,2019-07-15,Consultoria empresarial,2025-05-31,5493.0,2.0,2746.5,PIX,0.0,0.0,-5493.0,2.0,23.58384600119071,0
CNPJ_04698,11846328,648999,2016-07-06,Comércio atacadista de calçados,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.25322997416021,0
CNPJ_08276,2037819,172117,2016-04-17,Fabricação de automóveis,2025-03-31,5196006.0,43.0,120837.35,PIX,17604514.0,187.0,12408508.0,230.0,11.839731113138155,1
CNPJ_09862,295222,-8688,2021-11-13,Educação superior,2025-05-31,2804789.0,30.0,93492.97,PIX,3679861.0,50.0,875072.0,80.0,33.980432780847146,0
CNPJ_09925,14209147,1450517,2001-11-29,Produção de ferro-gusa,2025-05-31,132.0,1.0,132.0,BOLETO,0.0,0.0,-132.0,1.0,9.795918972338828,0
CNPJ_09960,1704874,240466,2014-10-20,Construção de rodovias,2025-05-31,100835.0,5.0,20167.0,PIX,0.0,0.0,-100835.0,5.0,7.089875491753512,0
CNPJ_00093,434581,-17658,2022-09-06,Cultivo de milho,2025-02-28,541.0,9.0,60.11,PIX,0.0,0.0,-541.0,9.0,24.610997848000903,0
CNPJ_07577,1582464,-187470,2015-06-24,Transporte rodoviário de carga,2025-05-31,143.0,1.0,143.0,PIX,28.0,1.0,-115.0,2.0,8.44115858537366,0
CNPJ_04859,797273,71315,2014-10-04,Televisão aberta,2025-04-30,6737.0,4.0,1684.25,BOLETO,0.0,0.0,-6737.0,4.0,11.179597560120593,0
CNPJ_02806,3302058,377321,2016-07-22,Cultivo de soja,2025-02-28,116.0,3.0,38.67,PIX,116.0,3.0,0.0,6.0,8.751323143954352,0
CNPJ_02423,2593683,-149548,2017-04-26,Produção cinematográfica,2025-02-28,12080.0,12.0,1006.67,PIX,0.0,0.0,-12080.0,12.0,17.343481691497043,0
CNPJ_08729,123408,-14412,2021-08-04,Padaria e confeitaria,2025-03-31,52.0,2.0,26.0,PIX,16.0,1.0,-36.0,3.0,8.562864279766861,0
CNPJ_01924,2997912,170789,2021-06-04,Fabricação de papel,2025-05-31,662314.0,45.0,14718.09,PIX,972429.0,42.0,310115.0,87.0,17.55330846834398,0
CNPJ_08237,153807149,-3868939,2010-05-02,Cultivo de arroz,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.75434841438441,3
CNPJ_03311,2075534,157933,2019-02-13,Engenharia civil,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.141863954968246,0
CNPJ_07812,277319,19510,2022-01-24,Telecomunicações sem fio,2025-03-31,721.0,1.0,721.0,PIX,3214.0,2.0,2493.0,3.0,14.214197847257816,0
CNPJ_04712,175852,-639,2019-06-28,Armazenamento geral,2025-02-28,894.0,1.0,894.0,BOLETO,0.0,0.0,-894.0,1.0,275.19874804381845,0
CNPJ_08795,2568368,-201405,2016-12-02,Saneamento básico,2025-02-28,0.0,0.0,0.0,0,1208.0,2.0,1208.0,2.0,12.752255405774434,0
CNPJ_06889,85663425,5404799,1997-11-27,Saneamento básico,2025-01-31,0.0,0.0,0.0,0,141.0,1.0,141.0,1.0,15.84951170247034,3
CNPJ_00772,24068794,-1144824,2001-08-23,Administração pública,2025-01-31,9348.0,6.0,1558.0,PIX,0.0,0.0,-9348.0,6.0,21.024012424617236,0
CNPJ_02768,218340,3143,2019-08-14,Transporte ferroviário de carga,2025-01-31,14944.0,9.0,1660.44,PIX,1461.0,1.0,-13483.0,10.0,69.46866051543111,0
CNPJ_03763,2503576,-167181,2018-07-28,Obras de infraestrutura elétrica,2025-04-30,0.0,0.0,0.0,0,10325.0,6.0,10325.0,6.0,14.97524240194759,0
CNPJ_03247,20545678,609630,2020-10-14,Fabricação de papel,2025-05-31,521.0,1.0,521.0,PIX,0.0,0.0,-521.0,1.0,33.70188146908781,0
CNPJ_02833,832133,102290,2021-07-26,Fabricação de caminhões e ônibus,2025-04-30,153420.0,8.0,19177.5,PIX,146790.0,9.0,-6630.0,17.0,8.13503763808779,0
CNPJ_03063,221468,31515,2019-09-02,Telecomunicações sem fio,2025-02-28,0.0,0.0,0.0,0,13518.0,4.0,13518.0,4.0,7.0273837854989685,0
CNPJ_04157,3649107,-148635,2003-08-09,Seguros de vida,2025-05-31,0.0,0.0,0.0,0,46.0,1.0,46.0,1.0,24.550792209102838,0
CNPJ_04737,299997,25668,2021-06-03,Serviços de tecnologia da informação,2025-04-30,0.0,0.0,0.0,0,71.0,1.0,71.0,1.0,11.687587657784013,0
CNPJ_04514,165132300,-12829639,2000-06-07,Padaria e confeitaria,2025-03-31,7971.0,1.0,7971.0,PIX,7305.0,4.0,-666.0,5.0,12.87115716973798,3
CNPJ_06126,1944018,-164107,2014-05-01,Televisão aberta,2025-05-31,26458.0,3.0,8819.33,PIX,167593.0,16.0,141135.0,19.0,11.846039474245462,0
CNPJ_08235,50371,4283,2022-09-20,Hotéis e pousadas,2025-04-30,0.0,0.0,0.0,0,2551.0,1.0,2551.0,1.0,11.760681765117909,0
CNPJ_05210,27760717,1380402,2016-02-04,Construção de rodovias,2025-03-31,0.0,0.0,0.0,0,143.0,3.0,143.0,3.0,20.11060328802769,0
CNPJ_06935,131551,10630,2019-08-20,Fabricação de produtos químicos,2025-03-31,0.0,0.0,0.0,0,19.0,1.0,19.0,1.0,12.375446848541864,0
CNPJ_01363,193500,-708,2023-03-12,Fabricação de móveis,2025-03-31,5845.0,3.0,1948.33,PIX,0.0,0.0,-5845.0,3.0,273.3050847457627,0
CNPJ_02641,64534,-2513,2021-06-02,Fabricação de móveis,2025-04-30,1006393.0,79.0,12739.15,PIX,0.0,0.0,-1006393.0,79.0,25.68006366892161,0
CNPJ_06346,2047098,48646,2017-08-06,Administração pública,2025-05-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.08152777206759,0
CNPJ_02573,228090,-17938,2020-01-26,Produção cinematográfica,2025-03-31,2421745.0,108.0,22423.56,PIX,888548.0,36.0,-1533197.0,144.0,12.715464377299588,0
CNPJ_01855,22349865,-811337,2005-10-19,Cultivo de soja,2025-04-30,19441.0,9.0,2160.11,PIX,6094.0,1.0,-13347.0,10.0,27.54695644350005,0
CNPJ_05224,177341,5662,2021-01-24,Obras de infraestrutura elétrica,2025-01-31,4893.0,1.0,4893.0,PIX,0.0,0.0,-4893.0,1.0,31.32126457082303,0
CNPJ_03180,2478076,247709,2020-12-06,Atividades de bancos múltiplos,2025-02-28,223.0,1.0,223.0,PIX,432.0,2.0,209.0,3.0,10.003980477092073,0
CNPJ_07124,910353,-31239,2016-07-09,Geração de energia elétrica,2025-02-28,0.0,0.0,0.0,0,234.0,1.0,234.0,1.0,29.141553826947085,0
CNPJ_00090,395094,-15529,2020-05-15,Telecomunicações sem fio,2025-03-31,451.0,3.0,150.33,PIX,0.0,0.0,-451.0,3.0,25.442333698242,0
CNPJ_05967,1837339,62573,2017-05-13,Administração pública,2025-01-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.36312786665175,0
CNPJ_06448,2190880,-38995,2021-06-04,Seguros de vida,2025-04-30,0.0,0.0,0.0,0,30.0,1.0,30.0,1.0,56.183613283754326,0
CNPJ_00647,9030602,360157,2006-08-23,Cultivo de milho,2025-01-31,40845.0,24.0,1701.88,PIX,9310.0,6.0,-31535.0,30.0,25.074070474820704,0
CNPJ_03781,197806,-6314,2019-03-15,Cultivo de soja,2025-01-31,875.0,1.0,875.0,PIX,0.0,0.0,-875.0,1.0,31.328159645232816,0
CNPJ_00232,175491282,-3093448,2001-01-12,Comércio varejista de combustíveis,2025-03-31,109.0,3.0,36.33,PIX,49.0,1.0,-60.0,4.0,56.72999255200023,3
CNPJ_09264,264165,3619,2019-07-09,Planos de saúde,2025-02-28,51.0,1.0,51.0,PIX,0.0,0.0,-51.0,1.0,72.99392097264437,0
CNPJ_04762,1665552,-169739,2015-04-26,Comércio atacadista de alimentos,2025-03-31,116.0,1.0,116.0,PIX,0.0,0.0,-116.0,1.0,9.812429671436735,0
CNPJ_07161,225442,-424,2022-10-09,Hotéis e pousadas,2025-02-28,0.0,0.0,0.0,0,133.0,2.0,133.0,2.0,531.7028301886793,0
CNPJ_00810,34419253,-2967942,1996-10-07,Educação superior,2025-04-30,676.0,6.0,112.67,BOLETO,0.0,0.0,-676.0,6.0,11.597009982000996,0
CNPJ_09736,9179671,739737,2013-02-04,Seguros de vida,2025-02-28,5086.0,1.0,5086.0,PIX,0.0,0.0,-5086.0,1.0,12.409371168401742,0
CNPJ_07429,2903350,94642,2019-10-28,Serviços de tecnologia da informação,2025-05-31,0.0,0.0,0.0,0,4237.0,2.0,4237.0,2.0,30.67718349147313,0
CNPJ_08060,23990437,-978069,2010-03-20,Seguros de vida,2025-04-30,0.0,0.0,0.0,0,22.0,1.0,22.0,1.0,24.528368652927348,0
CNPJ_00430,59791,582,2022-01-20,Produção cinematográfica,2025-01-31,7613.0,6.0,1268.83,PIX,4946.0,4.0,-2667.0,10.0,102.73367697594502,0
CNPJ_09912,2220260,101993,2021-10-06,Atividades de bancos múltiplos,2025-01-31,144.0,1.0,144.0,PIX,0.0,0.0,-144.0,1.0,21.76874883570441,0
CNPJ_04017,28596307,-499685,2013-02-20,Saneamento básico,2025-01-31,69.0,1.0,69.0,PIX,49.0,1.0,-20.0,2.0,57.22866806087836,0
CNPJ_02976,2531423,90666,2015-06-03,Fabricação de caminhões e ônibus,2025-01-31,296.0,1.0,296.0,TED,8494.0,4.0,8198.0,5.0,27.920311914058196,0
CNPJ_02228,218988,-6652,2023-09-25,Extração de minério de ferro,2025-03-31,993268.0,85.0,11685.51,PIX,148909.0,7.0,-844359.0,92.0,32.920625375826816,0
CNPJ_06023,277783,7341,2023-08-31,Correios e entregas expressas,2025-05-31,603.0,1.0,603.0,PIX,7417.0,8.0,6814.0,9.0,37.83994006266176,0
CNPJ_01428,179223,7635,2020-03-12,Atividades de bancos múltiplos,2025-04-30,4323.0,3.0,1441.0,PIX,2152.0,1.0,-2171.0,4.0,23.473870333988213,0
CNPJ_08534,264081,6292,2022-12-28,Produção cinematográfica,2025-04-30,0.0,0.0,0.0,0,110.0,3.0,110.0,3.0,41.97091544818817,0
CNPJ_02234,42498507,-3130560,2002-10-26,Cultivo de milho,2025-04-30,16781.0,9.0,1864.56,PIX,78.0,1.0,-16703.0,10.0,13.57536894357559,0
CNPJ_07011,2103484,-203247,2019-01-31,Fabricação de papel,2025-04-30,3075.0,1.0,3075.0,PIX,0.0,0.0,-3075.0,1.0,10.34939753108287,0
CNPJ_08751,253679,11844,2019-04-30,Construção de rodovias,2025-02-28,53414.0,3.0,17804.67,TED,5515.0,2.0,-47899.0,5.0,21.418355285376563,0
CNPJ_06249,2626392,99280,2014-04-06,Planos de saúde,2025-05-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,26.454391619661564,0
CNPJ_08410,220791,-4164,2021-01-27,Comércio atacadista de alimentos,2025-01-31,50.0,1.0,50.0,PIX,0.0,0.0,-50.0,1.0,53.023775216138326,0
CNPJ_00407,651847,-18014,2021-05-18,Construção de rodovias,2025-02-28,0.0,0.0,0.0,0,20.0,1.0,20.0,1.0,36.1855778838681,0
CNPJ_03956,180530165,-11945533,2000-12-08,Montagem industrial,2025-03-31,82.0,1.0,82.0,PIX,2471.0,2.0,2389.0,3.0,15.112776047749398,3
CNPJ_03042,46136132,-4601415,1994-09-14,Administração pública,2025-03-31,804741.0,20.0,40237.05,PIX,423562.0,18.0,-381179.0,38.0,10.02650967148149,0
CNPJ_09834,2937898,79326,2019-03-19,Defesa nacional,2025-02-28,1075.0,1.0,1075.0,TED,5965.0,3.0,4890.0,4.0,37.0357512038928,0
CNPJ_08428,407568,20041,2021-04-02,Cultivo de milho,2025-05-31,4678868.0,37.0,126455.89,PIX,7334125.0,72.0,2655257.0,109.0,20.336709745022706,0
CNPJ_07269,167903,-4248,2023-04-02,Comércio atacadista de alimentos,2025-01-31,13642.0,1.0,13642.0,SISTEMICO,49420.0,9.0,35778.0,10.0,39.525188323917135,0
CNPJ_04594,2223247,187447,2020-02-13,Padaria e confeitaria,2025-05-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.860669949372356,0
CNPJ_01139,1300457,114499,2016-05-29,Defesa nacional,2025-01-31,87.0,1.0,87.0,PIX,129.0,1.0,42.0,2.0,11.357802251548048,0
CNPJ_04986,252037,1351,2023-05-28,Construção de rodovias,2025-01-31,118.0,1.0,118.0,BOLETO,0.0,0.0,-118.0,1.0,186.5558845299778,0
CNPJ_02886,694829,-21960,2017-06-16,Comércio atacadista de alimentos,2025-01-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,31.64066484517304,0
CNPJ_08414,63890,4845,2022-12-16,Consultoria empresarial,2025-05-31,5154.0,1.0,5154.0,SISTEMICO,12517.0,6.0,7363.0,7.0,13.186790505675956,0
CNPJ_04978,269231,9163,2023-10-17,Televisão por assinatura,2025-02-28,71.0,1.0,71.0,PIX,0.0,0.0,-71.0,1.0,29.382407508457927,0
CNPJ_08404,18008615,1457812,2001-10-12,Fabricação de produtos químicos,2025-04-30,449936.0,14.0,32138.29,PIX,0.0,0.0,-449936.0,14.0,12.353180657039454,0
CNPJ_03792,2280149,-29607,2021-06-18,Engenharia civil,2025-03-31,0.0,0.0,0.0,0,97.0,1.0,97.0,1.0,77.0138480764684,0
CNPJ_00994,276113,12607,2023-06-27,Produção de alumínio,2025-02-28,1524.0,3.0,508.0,PIX,0.0,0.0,-1524.0,3.0,21.90156262393908,0
CNPJ_04422,21112571,280314,2017-02-17,Padaria e confeitaria,2025-05-31,0.0,0.0,0.0,0,32.0,1.0,32.0,1.0,75.3175760040526,0
CNPJ_06582,2158292,-166388,2019-02-10,Engenharia civil,2025-03-31,0.0,0.0,0.0,0,221.0,3.0,221.0,3.0,12.971440248094815,0
CNPJ_03121,793773,116207,2019-03-19,Geração de energia elétrica,2025-01-31,1120.0,1.0,1120.0,PIX,0.0,0.0,-1120.0,1.0,6.830681456366656,0
CNPJ_09203,133650159,7743709,1996-07-22,Cultivo de arroz,2025-04-30,0.0,0.0,0.0,0,12860.0,8.0,12860.0,8.0,17.2591918162214,3
CNPJ_07448,1960255,51760,2022-06-15,Televisão aberta,2025-04-30,74.0,1.0,74.0,TED,0.0,0.0,-74.0,1.0,37.87200540958269,0
CNPJ_04058,191637159,-17321305,2005-05-08,Correios e entregas expressas,2025-01-31,0.0,0.0,0.0,0,10330.0,4.0,10330.0,4.0,11.063667489256728,3
CNPJ_01986,4639878,-25982,2011-10-21,Comércio atacadista de bebidas,2025-04-30,7649.0,6.0,1274.83,BOLETO,8810.0,7.0,1161.0,13.0,178.58047879301054,0
CNPJ_09292,227593,17703,2021-09-28,Defesa nacional,2025-05-31,1095.0,1.0,1095.0,PIX,0.0,0.0,-1095.0,1.0,12.85618256792634,0
CNPJ_08870,157868,7053,2023-03-06,Transporte ferroviário de carga,2025-02-28,4282.0,1.0,4282.0,PIX,4613.0,4.0,331.0,5.0,22.383099390330354,0
CNPJ_07740,67730976,4337585,2000-11-09,Montagem industrial,2025-03-31,0.0,0.0,0.0,0,18074.0,9.0,18074.0,9.0,15.614904607056692,3
CNPJ_07071,2508198,-21255,2016-04-18,Consultoria empresarial,2025-01-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.00508115737472,0
CNPJ_03875,25941585,-576416,2019-11-26,Televisão por assinatura,2025-04-30,0.0,0.0,0.0,0,6672.0,4.0,6672.0,4.0,45.00497036862266,0
CNPJ_09559,10294471,183641,2021-11-01,Serviços de tecnologia da informação,2025-03-31,1995.0,2.0,997.5,BOLETO,5186.0,6.0,3191.0,8.0,56.05758517978011,0
CNPJ_07584,24963535,-1124318,2009-05-16,Hotéis e pousadas,2025-02-28,3631.0,1.0,3631.0,PIX,68489.0,11.0,64858.0,12.0,22.20326900396507,0
CNPJ_03157,2098013,106094,2018-12-12,Cultivo de milho,2025-05-31,280.0,1.0,280.0,PIX,0.0,0.0,-280.0,1.0,19.7750391162554,0
CNPJ_08584,16993301,-170242,2003-11-07,Cultivo de milho,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.81849954770269,0
CNPJ_03459,11190891,-742003,2020-06-10,Montagem industrial,2025-02-28,1588.0,2.0,794.0,PIX,373.0,1.0,-1215.0,3.0,15.082002363871844,0
CNPJ_07725,10683992,-1410870,2017-12-24,Atividades de bancos múltiplos,2025-02-28,4833958.0,35.0,138113.09,PIX,6766529.0,91.0,1932571.0,126.0,7.572626818913153,0
CNPJ_04570,2668325,233711,2018-03-02,Telecomunicações sem fio,2025-01-31,235.0,1.0,235.0,PIX,0.0,0.0,-235.0,1.0,11.417199019301616,0
CNPJ_01514,176562,16570,2023-06-13,Produção de alumínio,2025-04-30,0.0,0.0,0.0,0,55.0,1.0,55.0,1.0,10.655522027761014,0
CNPJ_01497,2120437,-32741,2018-01-28,Extração de petróleo e gás natural,2025-03-31,1232.0,6.0,205.33,PIX,74.0,1.0,-1158.0,7.0,64.7639656699551,0
CNPJ_08176,541557,12660,2018-04-05,Comércio varejista de combustíveis,2025-02-28,6987712.0,40.0,174692.8,PIX,10309146.0,74.0,3321434.0,114.0,42.77701421800948,1
CNPJ_06330,52981168,-78647,2005-06-12,Administração pública,2025-01-31,250233.0,7.0,35747.57,PIX,809768.0,38.0,559535.0,45.0,673.6578381883606,0
CNPJ_04875,20452001,-1331124,2017-10-24,Construção de barragens,2025-02-28,12.0,1.0,12.0,PIX,25290.0,3.0,25278.0,4.0,15.36445965965605,0
CNPJ_00463,19306450,-1597872,2021-12-28,Construção de barragens,2025-05-31,13.0,1.0,13.0,TED,0.0,0.0,-13.0,1.0,12.082601109475602,0
CNPJ_07442,187699,-13685,2019-11-04,Televisão aberta,2025-05-31,51.0,1.0,51.0,PIX,0.0,0.0,-51.0,1.0,13.715674095725246,0
CNPJ_09231,167790800,-2771699,2015-11-21,Comércio atacadista de tecidos,2025-04-30,203.0,1.0,203.0,PIX,0.0,0.0,-203.0,1.0,60.53716511064152,3
